Name,Location,Start date,End date,Type,Format,Rounds,URL,Special,Continent,Category,Live games,Prize Fund,Description,Venue,Landing,Players
I Open de Torrelodones Memorial Ramon Torres (Blitz),Torrelodones (Madrid),9/6/2025,9/6/2025,Open,Blitz,,https://ajedreztorrelodones.es/?p=2028,,Europe,,,,,,,
I Festival de Ajedrez Torrelodones Memorial Ramon Torres (Blitz),Torrelodones (Madrid),9/6/2025,9/6/2025,Open,Blitz,,https://ajedreztorrelodones.es/?p=2028,,Europe,,,,,,,
Ealing Broadway FIDE Rapidplay,London - England,September 7,September 7,Open,Classical,,https://eu.jotform.com/form/231547028469361,,Europe,,,,,,,
Summit Rapid,Auckland - New Zealand,September 7,September 7,Open,Rapid,,https://newzealandchess.co.nz/event/summit-rapid-september/,,Oceania,,,,,,,
Bulgarian Chess Championships 2025,Primorsko - Bulgaria,September 7,September 14,Open,Classical,,https://bulchess.com/,,Europe,,,,,,,
30th International Festival Grand Hotel Adriatico,Montesilvano - Italy,September 7,September 14,Open,Classical,,https://federscacchi.it/doc/bandi/bando_19313.pdf,,Europe,,,,,,,
I Open Torrelodones Memorial Ramon Torres,Torrelodones (Madrid),9/7/2025,9/13/2025,Open,Classical,,https://ajedreztorrelodones.es/?p=2028,,Europe,,,,,,,
Asian Seniors 50+ and 65+ Chess Championships 2025,Iraq,September 8,September 16,Seniors,Classical,9,,,Asia,seniors,,,,,,
Muswell Hill FIDE Chess,London - England,September 9,September 9,Open,Rapid,,https://form.jotform.com/62384663046964,,Europe,,,,,,,
September Allegro #1 2025,Adelaide - Australia,September 11,September 11,Open,Rapid,,https://sachess.org.au/event/september-allegro-1-2025/,,Oceania,,,,,,,
SixDays September OPEN Norm Edition 2025,Budapest - Hungary,September 12,September 17,Open,Classical,,https://sixdayschess.hu/,,Europe,,,,,,,
19. Werner-Obermeyer-Open Ortenburg,Ortenburg - Germany,September 12,September 14,Open,Classical,,https://www.schachclub-ortenburg.com/open,,Europe,,,,,,,
33.º Magistral Internacional de Euskadi,Sestao - Spain,September 12,September 18,Open,Classical,,https://chessbasquecountry.com/,,Europe,,,,,,,
[PLACEHOLDER] Connaught Open/U16/U12,TBA,September 13,September 13,,,,,,Unknown,,,,,,,
"""O pohár primátora mesta NITRA"" 16.ročík šachového turnaja",Nitra,September 13,September 13,Open,Rapid,,,,Europe,,,,,,,
Slovakia Open 2025,Bratislava - Slovakia,September 13,September 21,Open,Classical,,https://www.slovakiachessopen.sk/exe-slovakia-open-2025-bratislava/,,Europe,,,,,,,
4th Greater London FIDE Congress,Orpington - England,September 13,September 14,Open,Classical,,https://congress.org.uk/congress/514/enter,,Europe,,,,,,,
Golders Green FIDE Rapid Open,London - England,September 13,September 13,Open,Rapid,,https://form.jotform.com/211384934514961,,Europe,,,,,,,
Dutch Blitz Chess Championship NK Snelschaken 2025,Rotterdam - Netherlands,September 13,September 13,Closed,Blitz,,http://www.livechess.nl/,,Europe,,,,,,,
Romania Grand Prix Croiova,Craiova - Romania,September 13,September 14,Open,Rapid,,https://www.romaniagp.ro/,,Europe,,,,,,,
Halleiner Schnellschachturnier 2025,Austria,September 14,September 14,,,,https://www.schachklub-hallein.at/2025/01/06/schnellschachturnier-am-14-septembe,,Europe,,,,,,,
11. ročník turnaja o putovný pohár TZOB Bytča,Bytča,September 14,September 14,Open,Rapid,,,,Europe,,,,,,,
Sudamerican Absolute Women Championship,Santiago - Chile ,September 14,September 21,,Classical,,https://fideamerica.net/,,South America,women,,,,,,
Italian Senior Championship 2025,Cariati Marina - Italy,September 14,September 21,Open,Classical,,http://www.torneiscacchi.it/,,Europe,seniors,,,,,,
European Universities Chess Championship,Yerevan - Armenia,September 16,September 20,,Classical,,https://www.chessdom.com/european-universities-chess-championship-2025/,,Europe,,,,,,,
Muswell Hill FIDE Chess,London - England,September 16,September 16,Open,Rapid,,https://form.jotform.com/62384663046964,,Europe,,,,,,,
Freestyle Delhi,Delhi - India,September 17,September 24,KO,Freestyle,KO,https://www.freestyle-chess.com/,yes,Asia,,Coming soon,,,,,Magnus Carlsen
Africa Junior Chess Championships 2025,Cape Verde,September 17,September 25,Continental Juniors,Classical,9,https://africanchessconfederation.com/african-chess/2025-african-schools-individual-chess-championship-invitation-out/#,,Africa,juniors,,,,,,
SixDays September 2025,Budapest - Hungary,September 18,September 23,RR,Classical,,https://sixdayschess.hu/,,Europe,,,,,,,
September Blitz 2025,Adelaide - Australia,September 18,September 18,Open,Blitz,,https://sachess.org.au/event/september-blitz-2025/,,Oceania,,,,,,,
Serbian Team Chess Championship 2025,Serbia,September 18,September 28,Team,Classical,,https://serbiachess.org/,,Europe,,,,,,,
Serbian Women Team Chess Championship 2025,Serbia,September 18,September 28,Team,Classical,,https://serbiachess.org/,,Europe,women,,,,,,
Città di Palermo,Palermo - Italy ,September 18,September 21,Open,Classical,,http://www.palermoscacchi.it/,,Europe,,,,,,,
Marshall Monthly U2400,New York - USA,September 19,September 21,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
Romanian Superliga,Romania,September 19,September 28,Team,Classical,,https://frsah.ro/,,Europe,,,,,,,
Romanian Women Superliga,Romania,September 19,September 28,Team,Classical,,https://frsah.ro/,,Europe,women,,,,,,
[Placeholder] 1st Cork Junior Chess Championships,Cork - Ireland,September 20,September 21,,,,,,Europe,juniors,,,,,,
1st York Chess Congress,York - England,September 20,September 21,Open,Classical,,https://ilkleychesscentre.com/events,,Europe,,,,,,,
Southall Junior Rapidplay,Southall - England,September 20,September 20,Junior,Rapid,,https://britchess.wufoo.com/cabinet/c3ee0424-7e21-4977-9830-ca2a9c46259c,,Europe,,,,,,,
3rd Derbyshire Congress,Nottingham - England,September 20,September 21,Open,Classical,,https://congress.org.uk/congress/570/home,,Europe,,,,,,,
2nd Oxford FIDE Congress,Oxford - England,September 20,September 21,Open,Classical,,https://tinyurl.com/Psyon-Chess-Oxford-SP2,,Europe,,,,,,,
Poplar Rapid Tournaments - 15th Series,London - England,September 20,September 20,Open,Rapid,,https://britchess.wufoo.com/cabinet/055cfa0a-d78c-472a-be3c-79e39213f99e,,Europe,,,,,,,
Southall FIDE Congress,Southall - England,September 20,September 21,Open,Classical,,https://form.jotform.com/232021024662340,,Europe,,,,,,,
Nell Van de Graaff Classic,Highland Park - Australia,September 20,September 21,Open,Classical,,https://gardinerchess.com.au/event/2025-nell-van-de-graaff-classic/,,Oceania,,,,,,,
UK Blitz Chess Championship,England,September 21,September 21,Open,Blitz ,,https://www.chessdom.com/uk-open-blitz-chess-championship-2025/,,Europe,,,,,,,
Tsaghadzor International Chess Open ,Tsaghkadzor - Armenia,September 21,September 28,Open,Classical,,https://x.com/ECUonline/status/1949040899574440123,,Europe,,,,,,,
Central American Caribean School Championship,Dominicana,September 22,September 29,,Classical,,https://fideamerica.net/,,South America,junior,,,,,,
South Island Chess Championships 2025,Dunedin - New Zealand,September 24,September 27,Open,Classical,,https://newzealandchess.co.nz/event/south-island-chess-championships-2025/,,Oceania,,,,,,,
Grand Chess Tour Finals,Sao Paulo - Brazil,September 25,October 2,KO,Classical,KO,https://grandchesstour.org/,yes,South America,,Coming soon,,,,,
September Allegro #2 2025,Adelaide - Australia,September 25,September 25,Open,Rapid,,https://sachess.org.au/event/september-allegro-2-2025/,,Oceania,,,,,,,
Seminarturnier Lanzarote/Kanarische Inseln,Spain,September 26,October 5,,Classical,,http://www.schachreisen.eu/,,Europe,,,,,,,
Northumberland Chess Congress,Riverside - England,September 26,September 28,Open,Classical,,https://northumberlandchess.wixsite.com/congress,,Europe,,,,,,,
"XVII Open internazionale ""Città di Chioggia""",Chioggia (Veneza)  - Italy,September 26,9/28/2025,Open,Classical,,http://www.clodiensescacchi.it/,,Europe,,,,,,,
šumPERSKÝ ŠACHový turnaj,Šumperk,September 27,September 28,Open,Mixed,,http://chess.sk/files/turnaje/sumPERSKY_2025_ZARI_vDK_propozice_(2).docx,,Europe,,,,,,,
2025 Camberley Keith Richardson Rapid Play,Heatherside - England,September 27,September 27,Open,Rapid,,https://camberleychess.co.uk/event/2025-camberley-keith-richardson-rapid-play-tournament/,,Europe,,,,,,,
Snodland Rapidplay,Snodland West - England,September 27,September 27,Open,Rapid,,http://www.invictachess.co.uk/,,Europe,,,,,,,
2025 Leo Wilkinson Memorial,Rothwell - Australia,September 27,September 28,Open,Classical,,https://caq.org.au/event/2025-leo-wilkinson-memorial-2/,,Oceania,,,,,,,
[PLACEHOLDER] ICU AGM 2025,TBA,September 28,September 28,,,,,,Unknown,,,,,,,
[PLACEHOLDER] Irish Blitz and Rapid Championships 2025,TBA,September 28,September 28,,,,,,Unknown,,,,,,,
Witney Rapidplay 2025,Witney - England,September 28,September 28,Open,Rapid,,https://form.jotform.com/250511033651342,,Europe,,,,,,,
Thamesmead London Blitz OPEN 2024,London - England,September 28,September 28,Open,Blitz,,http://tmchess.co.uk/,,Europe,,,,,,,
South Island Rapid Chess Championships,Dunedin - New Zealand,September 28,September 28,Open,Rapid,,https://newzealandchess.co.nz/event/south-island-rapid-chess-championships/,,Oceania,,,,,,,
Apelnstedt Open,Apelnstedt - Germany,September 29,September 29,Open,Rapid,,https://nsv-online.de/2025/04/nsv-rapid-rumble-apelnstedter-open/,,Europe,,,,,,,
ACO World Senior (50+) Chess Championship,Greece,October 1,October 10,,Classical,,https://www.amateurchess.com/events/aco-2025-world-senior-50-chess-championship,,Europe,seniors,,,,,,
2025 Byron Capital Darling Downs Open incorporating QLD Championships,Toowoomba - Australia,October 2,October 6,Open,Classical,,https://darlingdownsopen.com.au/,,Oceania,,,,,,,
Wormser Nibelungenopen,Germany,October 2,October 10,Open,Classical,,https://chess-results.com/tnr1178909.aspx?lan=1&turdet=YES,,Europe,,,,,,,
Royal Rapid Oktober 2025,Austria,October 3,October 3,,,,,,Europe,,,,,,,
The 33rd Cork Congress 2025,Cork - Ireland,October 3,October 5,Open,Classical,,https://www.icu.ie/system/events/flyers/000/001/968/original/Cork_Congress_2025_Flyer.pdf?1740771159,,Europe,,,,,,,
Marshall Premier (2000+),New York - USA,October 3,October 5,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
Marshall Premier (u2000),New York - USA,October 3,October 5,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
FIDE World Youth U14 U16 & U18 Championships 2025,Durres - Albania,October 3,October 16,FIDE Juniors,Classical,12,https://fideworldyouth.achf.org.al/,,Europe,junior,,,,,,
Forchheim Open 2025,Heroldsbach - Germany,October 3,October 5,Open,Classical,,https://www.schachbund.de/turnierdetails/forchheim-open-2025.html,,Europe,,,,,,,
European Team Chess Championship 2025,Batumi - Georgia,October 4,October 15,Continental Teams,Classical,9,https://www.europechess.org/european-team-chess-championship-2025-official-regulations/,yes,Europe,,Coming soon,,,,,
USA vs India match (Leg 1),Texas - USA,October 4,October 4,Team,Mixed,,https://www.chessdom.com/usa-vs-india-chess-match/,,North America,,,,,,,"Gukesh D, Erigaisi Arjun, Hikaru Nakamura, Fabiano Caruana, Divya Deshmukh, Tani Adewumi"
Green Chess Flowers Cup,Dublin - Ireland,October 4,October 4,Team Match,Rapid,,https://www.icu.ie/events/1992,,Europe,,,,,,,
XXII Calvià Amateur Open,Calvia - Spain,October 4,October 12,Open,Classical,,https://www.calviafestival.com/,,Europe,,,,,,,
47. International Chess Open Città di Arco 2025,Arco - Italy,October 4,October 12,Open,Classical,,https://www.arcoworldchess.com/,,Europe,,,,,,,
AlphaChess FIDE Weekender - North London Gateway,Potters Bar - England,October 4,October 5,Open,Classical,,https://congress.org.uk/congress/591/home,,Europe,,,,,,,
8th Swindon Rapidplay,Swindon - England,October 4,October 4,Open,Rapid,,https://swindonchessevents.yolasite.com/,,Europe,,,,,,,
5th Greater London FIDE RapidPlay,Orpington - England,October 4,October 4,Open,Rapid,,https://tinyurl.com/Psyon-Chess-Greater-London-RP5,,Europe,,,,,,,
IV Milton Keynes FIDE Rapid Tournament,Milton Keynes - England,October 4,October 4,Open,Rapid,,https://form.jotform.com/250383319240350,,Europe,,,,,,,
Torneo de Ajedrez del Caribe a la Rueda Rueda - Grand Final,Colombia,October 4,October 5,Open,Classical,,https://www.chessdom.com/torneo-de-ajedrez-del-caribe-a-la-rueda-rueda/,,South America,juniors,,,,,,
Hampshire Open Junior FIDE Blitz,Winchester - England,October 5,October 5,Junior,Blitz,,https://www.eventbrite.co.uk/e/hampshire-open-junior-fide-blitz-2025-tickets-1055001490859,,Europe,junior,,,,,,
Ealing Broadway FIDE Rapidplay,London - England,October 5,October 5,Open,Rapid,,https://eu.jotform.com/form/231547028469361,,Europe,,,,,,,
Summit Rapid,Auckland - New Zealand,October 5,October 5,Open,Rapid,,https://newzealandchess.co.nz/event/summit-rapid-october/,,Oceania,,,,,,,
Chess 9LX 2025,Saint Louis - Missouri - USA,October 7,October 10,RR,Freestyle,,https://saintlouischessclub.org/event/2025-chess-9lx/,,North America,,,,,,,
Muswell Hill FIDE Chess,London - England,October 7,October 7,Open,Rapid,,https://form.jotform.com/62384663046964,,Europe,,,,,,,
Villa Martelli,Buenos Aires - Argentina,October 8,October 17,Open,Classical,9,,,South America,,,,,,,
Dundee Congress 2025,Dundee - Scotland,October 10,October 12,Open,Classical,,http://dundeecongress.co.uk/,,Europe,,,,,,,
Skol-SM,Kalmar - Sweden,October 10,October 12,Junior,Classical,,https://schack.se/evenemang/skol-sm-7/,,Europe,,,,,,,
Castle Chess 28th Fareham Congress,Fareham East - England,October 10,October 12,Open,Classical,,https://britchess.wufoo.com/cabinet/8602bf11-a3e4-4cc2-89f2-0cb2ccb5beee,,Europe,,,,,,,
2025 New Zealand Women’s Chess Championships,Auckland - New Zealand,October 10,October 12,Women,Classical,,https://newzealandchess.co.nz/event/2025-new-zealand-womens-chess-championships/,,Oceania,women,,,,,,
Midwest Class,Illinois - USA,October 10,October 12,Open,Classical,,https://www.chesstour.com/,,North America,,,,,,,
Hartford Open,Connecticut - USA,October 10,October 12,Open,Classical,,https://www.chesstour.com/,,North America,,,,,,,
Lenzerheide Amateur Open,Switzerland,October 10,October 12,Open,Classical,,http://www.swisschesstour.com/1/lenzerheide_4288685.html,,Europe,,,,,,,
Burgenländische Jugendschachrallye 2025 - Antau,Austria,October 11,October 11,,,,https://bsbschach.club/jugendschachrallye/,,Europe,,,,,,,
US Championship 2025,Saint Louis - Missouri - USA,October 11,October 25,RR,Classical,,https://saintlouischessclub.org/event/2025-u-s-chess-championships/,,North America,,,,,,,
US Women's Championship 2025,Saint Louis - Missouri - USA,October 11,October 25,RR,Classical,,https://saintlouischessclub.org/event/2025-u-s-chess-championships/,,North America,women,,,,,,
1st Leeds Chess Congress,Guiseley - England,October 11,October 12,Open,Classical,,https://ilkleychesscentre.com/events,,Europe,,,,,,,
Golders Green FIDE Rapid Open,London - England,October 11,October 11,Open,Rapid,,https://form.jotform.com/211384934514961,,Europe,,,,,,,
Solas Irish Cancer FIDE Rapid Tournament (PLACEHOLDER),Portarlington - Ireland,October 12,October 12,,,,,,Europe,,,,,,,
Offene NÖ Schach-Seniorenmeisterschaft,Austria,October 13,October 19,,Classical,,,,Europe,seniors,,,,,,
Muswell Hill FIDE Chess,London - England,October 14,October 14,Open,Rapid,,https://form.jotform.com/62384663046964,,Europe,,,,,,,
Marburger Schachtage,Marburg - Germany,October 16,October 19,Open,Classical,,www.marburger-schachtage.de,,Europe,,,,,,,
8. Kaltern-Trophy in Kaltern am See Südtirol,Italy,October 17,October 19,,,,http://www.chess.bertagnolli.com/Kaltern-Trophy,,Europe,,,,,,,
Marshall Premier (2000+),New York - USA,October 17,October 19,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
Marshall Premier (u2000),New York - USA,October 17,October 19,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
Marshall Monthly U2400,New York - USA,October 17,October 19,Open,Classical,,https://www.marshallchessclub.org/tournaments/upcoming,,North America,,,,,,,
8. Kaltern-Trophy 2025,Kaltern - Italy,October 17,October 19,Open,Classical,,http://www.chess.bertagnolli.com/Kaltern-Trophy/,,Europe,,,,,,,
Romanian National Youth Chess Championships Rapid and Blitz,Romania,October 17,October 19,Open,Rapid,,https://frsah.ro/,,Europe,juniors,,,,,,
European Chess Club Cup Women 2025,Rhodes - Greece,October 18,October 26,Open Teams,Classical,7,,,Europe,women,,,,,,
European Chess Club Cup Open 2025,Rhodes - Greece,October 18,October 26,Open Teams,Classical,7,,,Europe,,,,,,,
Open international de Liffré,Liffre - France,October 18,October 24,Open,Classical,,https://liffreopen.cdechecs35.fr/,,Europe,,,,,,,
7th Oxford FIDE RapidPlay,Oxford - England,October 18,October 18,Open,Rapid,,https://congress.org.uk/congress/512/enter,,Europe,,,,,,,
Southall FIDE Congress,Southall - England,October 18,October 19,Open,Classical,,https://form.jotform.com/232021024662340,,Europe,,,,,,,
1st Harvest Chess Fest,Florence - USA,October 18,October 18,Open,Classical,,https://www.greaterbaystatechess.com/,,North America,,,,,,,
Sudamerican U20 Championship,Ecuador,October 19,October 26,,Classical,,https://fideamerica.net/,,South America,juniors,,,,,,
49th BWCI Guernsey International Chess Festival Challengers,Guernsey,October 19,October 25,Open,Classical,,https://www.eventbrite.co.uk/e/the-49th-bwci-guernsey-international-chess-festival-2025-tickets-1309550584049,,Europe,,,,,,,
49th BWCI Guernsey International Chess Festival Open,Guernsey,October 19,October 25,Open,Classical,,https://www.eventbrite.co.uk/e/the-49th-bwci-guernsey-international-chess-festival-2025-tickets-1309550584049,,Europe,,,,,,,
Eastern Asia Juniors and Girls Chess Championship 2025,Tagaytay - Philippines,October 20,October 25,Continental Juniors,Classical,9,,,Asia,juniors,,,,,,
4. Open Hvar 2025,Hvar - Croatia,October 20,October 26,Open,Classical,,https://doc.fide.com/docs/CALENDAR/2025/EN_Open%20Hvar%202025.pdf,,Europe,,,,,,,
FIDE World Senior Championships 2025,Gallipoli - Italy,October 20,November 2,Seniors,Classical,9,https://www.worldseniorchampionship2025.com/,,Europe,seniors,,,,,,
Irish Women’s Chess Championship 2025 (Provisional),TBC,October 24,October 27,National Championship,Classical,,https://www.icu.ie/events/1940,,Europe,women,,,,,,
12th Uppsala Young Champions,Uppsala - Sweden,October 24,October 29,Open,Classical,,https://www.uppsalayoungchampions.se/en/,,Europe,juniors,,,,,,
2nd Uppsala Young Challengers,Uppsala - Sweden,October 24,October 29,Open,Classical,,https://www.uppsalayoungchampions.se/en/,,Europe,juniors,,,,,,
